MOT	OCCURRENCES	Nombre_de_documents
胸口	1	1
能	43	7
能力	13	2
能够	2	2
能拍马屁	1	0
能言马	1	0
能量	2	1
脆弱	1	0
脑	1	1
脑子	1	1
脑科	1	1
脑细胞	1	0
脑袋	4	1
脑髓	1	0
脚	1	1
脚下	1	1
脱	3	2
脱出	1	0
脱胎	1	1
脳	1	0
脸	8	1
脸上	3	1
脸叹	1	1
脸色	2	0
脾气	1	0
腰	1	1
腼腆	1	1
膠	1	0
臂	1	1
自	6	4
自从	3	0
自信	1	0
自分	2	0
自动	5	3
自助	1	1
自发	1	1
自学	1	1
自己	23	6
自愿	1	1
自我	3	3
自杀	2	1
自杀者	2	1
自洽	3	2
自然	14	5
自然法	1	1
自然规律	1	0
自由	2	0
自称	1	1
自贩机	1	0
自身	2	1
至	13	2
至上主义	1	1
至上之力	1	1
至于	1	0
至亲	1	1
至今	2	0
至少	1	1
致以	1	1
致力	4	1
致敬	1	1
臼田麻	1	0
舍	2	0
舞	2	0
舞台	1	1
舞蹈	1	1
航海	2	2
般	7	4
般来说	2	2
舰队	2	0
船	1	0
良	11	9
良介	1	1
良子	2	0
良纯	2	1
色	2	1
色彩	1	1
色情	1	0
艺人	2	2
艺术	7	2
艾丁斯	3	0
艾伊尔	1	0
艾伦尼安	1	0
艾雯	1	0
节减	2	0
节目	26	3
芝加哥	1	0
芦苇	1	1
芬兰史	1	1
花	7	2
花园	2	0
花子	2	0
花絮	2	1
苍井	1	0
苍白	1	1
苍翼	1	1
苏	1	1
苏珊娜	2	0
苏要	1	1
苗	1	1
苟	1	1
若	2	0
若林麻	1	0
若长生	1	0
苦労	1	0
苦恼	1	0
英	2	1
英介	1	0
英国	3	1
英寸	1	0
英文	6	1
英文版	1	0
英灵录	1	0
英语	2	1
英里	1	0
英雄	11	3
苹	2	0
茂	2	1
范围	1	1
范振锋	1	0
范文雀	1	0
范畴	1	0
茅山	1	1
茶屋	2	0
荆棘	1	0
草	2	1
草克秀	1	0
草刈	3	1
草剃	1	0
草剪	1	0
草彅	7	1
荒原	3	1
荒无人烟	1	1
荣	1	1
荣仓奈奈	1	0
荣耀	1	0
药丸裕英	1	0
药水	5	1
荷	2	1
荷布	2	0
荷马	1	1
荻原	1	0
莎拉娜	2	0
莫名	1	1
莫扎特	1	0
莫蒂	1	1
莱拉	1	0
莱曼	1	0
莱纳	1	1
莱纳州	1	1
莲台	1	1
莲司	1	1
获	1	1
获得	12	5
莹润	1	0
菅原文	1	0
菅田	1	0
菅野	3	0
菊地	1	1
菊池	4	0
菜	4	1
菜乃華	1	0
菜子	1	1
菲利普	3	0
菲斯特	1	0
萌歌	1	1
萝卜	1	1
萧正楠	2	1
萧润邦	1	0
萨尔亚	1	0
萨尔瓦多	1	0
萨普科夫斯基	1	0
萩原	4	1
落	1	1
落书	1	0
著	4	1
著作	2	1
著名	5	2
蒋志光	1	0
蒋雅文	2	0
蒙娜丽莎	1	0
蒲松龄	1	0
蒸汽朋克	2	1
蓉子	2	1
蓝宗	1	0
蔡子健	1	0
蔡淇俊	1	0
蔵	1	0
蔵町	1	0
蕾格	1	0
薛	1	1
薫	1	0
薬	1	0
薬丸裕英	2	0
藉助	1	1
藏	2	0
藏町	1	1
藤原	1	1
藤原龙	1	0
藤敦	1	0
藤木直人	2	0
藤本敏史	1	0
藤海	1	0
藤田朋子	3	0
藤真利子	2	0
藤谷美	1	0
藤野美奈子	1	0
虚妄	1	0
虚幻	5	2
虚拟	2	1
虚构	4	2
虫	3	1
虹	1	0
虽然	6	2
蛇	5	3
蛇口	1	0
蛊圣	1	0
蛋	1	0
蛍雪	1	0
蛮王	1	0
蜀山	2	1
蜜月	1	0
蜡烛	7	1
蜥蜴	2	1
蜷川	1	0
蝎子王	1	0
蝙蝠	1	1
蝙蝠侠	2	0
蝙蝠侠归	1	1
蝠	1	0
蝶	1	1
螃蟹	1	0
融合	1	0
蟹江	1	0
蟹缶	1	0
蟹肉	1	1
蠕虫	1	1
蠢	1	0
血	4	1
血泪史	1	0
血淋淋	1	1
血皇	1	0
血脉	1	0
行	5	2
行为	2	2
行会	1	0
行健	1	0
行列	2	0
行动	2	1
行走	1	1
行运	3	1
街	3	1
街道	2	0
衣着	1	1
补充	2	0
表	8	2
表姨	2	1
表明	1	1
表现	2	1
表示	2	2
表达	2	0
表面	3	2
衬	1	0
衰	1	0
袁彩云	1	0
被	83	8
被Red	1	0
被叫	1	1
被吐槽	1	0
被害者	2	1
被盗	1	1
被迫	1	1
袭击	1	1
裁判	1	0
裂世	4	1
装	3	2
装帧	9	0
装满	1	0
装置	1	0
裕介	1	1
裕典	1	1
裕子	1	0
裕木奈江	1	0
褐宗	2	1
西	6	2
西京	3	0
西克曼	3	0
西冈德马	1	0
西岛	2	0
西斯	1	0
西方	4	2
西村	7	1
西洋	2	1
西游	4	1
西游记	3	1
西田	2	0
西田健	1	0
西畑	1	0
西装	1	1
西野	1	0
要	31	5
要塞	1	1
要士	1	1
要是	1	0
要求	2	2
要点	1	0
要素	4	1
覆盖	1	1
覆盖面	1	1
覆面	1	0
視線	1	0
见	12	3
见到	1	0
见於	1	0
见面	1	1
观众	4	2
观察	4	3
观念	1	1
观月	3	1
观点	4	2
规	13	9
规律	2	1
规模	3	1
规范	1	0
视	2	2
视为	1	1
视为性	1	1
视作	1	1
视做	1	1
视力	1	1
视感	1	0
视线	3	0
视觉	2	0
视角	2	1
视频	9	9
觉得	1	1
角	1	0
角发	1	1
角度	1	1
角田	1	1
角色	41	3
角野	1	0
解	4	3
解决	2	1
解封	9	9
解迷	1	1
解释	6	1
触	3	1
触及	1	1
触感	1	0
触电	1	1
触碰	1	1
言	5	3
言叶	2	0
言听计从	1	1
言葉	1	0
言語	1	1
記號	1	0
話	1	0
誉	1	1
誉为	1	0
誓	1	0
語	10	3
警卫	1	1
警卫室	1	1
警察	5	0
譬喻	1	0
譬如	1	0
議	2	0
議室	1	0
计划	3	1
认	2	1
认为	13	5
认可	1	1
认识	1	1
讨厌	2	1
讨论	9	9
让	23	3
议题	1	1
记	8	1
记号	1	0
记忆	10	1
记载	1	0
记述	1	0
讲	3	2
讲述	2	2
许	9	5
许两者	1	1
许会	2	2
许可	1	1
许多	11	3
许文翘	1	0
论资	1	1
讽喻	3	1
讽喻义	1	0
设	2	2
设定	10	3
设定者	1	0
设想	1	1
设计	7	3
设防	1	0
访	1	1
访问	1	0
访问者	3	0
证实	1	1
证明	2	1
评	1	1
评委团	1	1
评审	1	1
评论	7	3
诅咒	4	1
识	2	1
诊断	1	1
词	4	1
词条	23	9
词汇	1	1
词源	2	1
词语	2	1
译	3	1
译作田森	1	0
译名	5	3
译者	17	1
试	1	0
试图	2	1
试官	1	1
试衣间	1	0
试験	1	0
诗	2	1
诗人	1	1
诗性	1	1
诛仙	2	0
话	23	2
话名	1	0
话筒	1	1
话题	1	1
诞生	4	2
诡异	4	2
诡笑	1	1
该	9	4
该剧	7	2
该文	1	1
该死	1	0
详细	3	2
详见	6	1
语	3	2
语义	1	0
语句	1	0
语言	9	2
诱	1	0
诱惑	2	1
诱饵	1	0
说	39	7
说明	6	3
说明书	2	0
说明什	2	1
说话	1	1
请	10	2
请教	1	1
诸	1	0
诸神	3	1
诺言	1	1
读	8	3
读书	2	1
读者	25	3
课长	2	0
谁	3	1
调	1	0
调剂	1	0
谈	1	1
谈论	1	1
谋面	1	1
谎言	2	1
谎话	1	1
谓	1	0
谜	2	0
谜士	1	0
谢天华	5	1
谢意	1	0
谣言	1	1
谭	1	0
谭小环	1	0
谭惠玲Tammy	1	0
谭芷玲Ella	1	0
谷	2	0
谷原	2	1
谷启	1	1
谷村	1	0
谷美纪	2	1
谷雅人	1	0
豆品	1	1
豆瓣	7	1
豆网	1	1
豊原	2	0
豊川	1	0
豚鼠	1	0
象征	2	2
象棋	1	0
象背	1	1
豹妹	1	0
贝奥武夫	2	0
贝拉克	1	0
负责人	2	1
贡献	1	0
财前	1	0
财智	1	1
责任	1	1
责备	1	1
败	1	0
货	1	0
质	2	1
质疑	11	9
质疑...	1	1
质量	1	0
贩卖机	1	1
购书单	1	1
购买	4	1
购物	1	1
贯穿	2	2
贴	21	9
贵	6	1
贵史	1	0
贵子	1	1
费奥纳瓦织锦	1	0
贺	1	0
贺胥黎	1	0
资	1	1
资料	2	0
资源	1	1
资源库	1	1
资讯	9	9
资金	1	1
赋	3	0
赌侠II之上	1	0
赌博	1	0
赌圣	1	0
赎罪	1	0
赎罪神	1	1
赔	1	1
赞	1	1
赞斯	1	0
赞誉	3	1
赠	1	0
赠予	1	1
赠礼	1	0
赢得	1	1
赤	5	0
赤弭	2	1
赤楚衛	1	0
赤狐书生	1	0
赤裸帝国	1	0
赫德御	1	0
走	12	2
走向	1	1
走马灯	1	1
赶	1	1
赶紧	2	0
起	22	4
起源	2	1
起火	2	1
超	14	5
超人	2	1
超凡	1	1
超时空	1	1
超法器	1	1
超现实主义	1	1
超短	4	1
超短篇	1	1
超税	1	0
超税金	2	1
超级	5	2
超维	1	0
超维度	2	1
超胆	1	0
超自然	4	1
超越	3	2
超过	1	0
越	6	2
越光宝盒	1	0
越南	2	1
越境	3	0
越过	1	0
趣味性	1	0
足	2	1
跑	1	1
跟	2	1
路	6	1
路易斯	1	0
跳出	1	0
踏	5	3
踏切	1	0
踏青	1	0
踢	6	3
踩	1	1
身	3	2
身上	2	1
身为	1	1
身份	4	3
身体	3	2
身外	1	1
車	2	0
転校生	2	0
輝	1	0
车	6	2
车祸	2	1
车辆	1	1
轨迹	3	1
转	1	1
转动	1	0
转发	1	1
转变	1	0
转换	1	1
转校生	3	0
转生	4	1
转生真龙	1	1
轮	64	2
轮回	2	2
轮子	3	1
轮廓	1	1
轮廻	1	0
轮桌	1	1
轮用	1	1
轮辐	5	1
软件	5	0
轻松	1	1
载	2	1
载籍	1	1
较	5	3
辆	1	1
辉	3	1
辉嫂	1	0
辛巴达	1	1
辟	1	1
辣妈	1	0
辣妹	1	0
辨认	1	1
辰	4	1
边境	2	1
边疆	1	1
边缘	1	0
辻	2	0
达	1	0
达到	2	0
达斡尔	1	0
迄	1	0
迅	1	1
过	36	7
过于	2	2
过去	13	2
过度	1	1
过早	1	0
过滤	1	1
过玉	1	1
过程	1	1
过迟	1	1
迎合	1	1
运	1	0
运动	1	0
运命	2	0
运转	1	0
近	3	1
近义词	1	1
近代	1	1
近现代	1	1
近藤正臣	1	0
近藤真彦	1	0
近藤芳	1	0
近观	1	1
返回	1	1
还	30	6
还是	10	5
还有	9	1
这	76	8
这个	30	5
这些	13	4
这儿	2	0
这时	6	1
这样	11	5
这种	22	5
这部	4	3
这里	1	1
进	2	1
进一栋	1	1
进一步	1	0
进入	15	10
进击	2	2
进化	1	0
进取心	1	1
进攻	1	0
进行	7	4
远	1	0
远离	4	2
远胜	1	0
远藤	1	0
远远	1	1
违反	14	1
违背	1	1
连	14	3
迟早	1	1
迪士尼	1	0
迪斯科	1	0
迷人	2	1
迷宫	1	0
迷斯卓诺	1	0
迷梦	3	1
迷路	7	1
迷雾	2	1
追	4	1
追憶	1	0
追捕	1	0
追求	4	2
追踪	2	0
追逐	3	2
追鬼	1	0
退出SMAP的	1	0
送	2	1
送货上门	1	0
逃脱	2	0
逆探	2	1
逆探知	1	0
逆男	1	0
逆転	1	0
逆转	1	0
选	1	1
选択	1	0
选择	7	3
透	1	0
透明	1	1
透过	1	1
透露话者	1	1
逐渐	3	3
途中	1	0
途径	1	1
通	3	1
通俗	1	1
通勤	3	1
通常	21	4
通灵	1	0
通用	2	1
通用语	1	0
通知	1	0
通算	1	0
通缉	2	1
通缉犯	1	1
通訊	1	1
通过	15	10
通过EA伙伴	1	0
逝去	1	0
速度	2	2
速见	1	0
造	2	1
造成	3	3
週刊	1	0
逸	1	1
逻辑	3	2
逼使	1	0
遁	1	1
遅	1	0
遇	1	1
遇到	2	1
運	1	0
遍	1	1
遐想	1	1
道	10	1
道具	1	1
道口	1	0
道德	3	3
道道道	1	0
遗产	1	0
遗弃	1	1
遗忘	7	4
遗物	1	0
遗赠	1	0
遗迹	1	0
遥	1	1
遥控器	2	0
遥远	1	1
遭	1	1
遭到	1	1
遭受	1	1
遵循	1	1
避免	2	2
邀请	1	1
邓健泓	1	0
邓布利	1	0
邓布利多	1	0
邓萨尼	1	0
邓颖芝	1	0
那	18	3
那个	7	3
那些	11	4
那幅	1	1
那年	1	1
那样	2	1
那种	3	2
那里	2	1
邦彦	1	0
邪恶	10	3
邮寄	1	0
邮箱	1	0
邻居	1	1
郁恵	1	1
郁闷	1	1
郑	2	1
郑之妤	2	1
郑伊健	1	0
郑希怡	2	0
部	35	5
部分	5	2
部宽	2	1
部屋	1	0
部族	1	1
部贞夫	1	1
部长	1	1
部长OL	2	0
部隆史	1	1
郭芯	1	1
郷	1	0
郷田	1	0
都	65	8
都市	4	1
鄙视	1	1
配信者	1	0
配角	3	0
配达	1	0
配音	5	1
酒	3	1
酒井敏	1	0
酒场	1	0
酒泉	1	1
酷	1	1
酷到暴	1	0
醍醐堂	1	0
醒	1	0
采取	1	1
采用	2	1
采购	9	9
释	3	1
释义	4	2
释放	1	0
里	20	2
里昂尼斯	1	0
里格	1	0
里面	2	1
重	8	4
重任	1	1
重制版	1	1
重叠	2	1
重合	2	1
重复	1	1
重建	1	1
重役	1	0
重生	1	0
重要	8	4
野	3	0
野兽	3	1
野岛	2	0
野惠	1	1
野村	7	1
野波	1	0
野获	1	0
野蛮人	1	1
野际	1	0
量	1	0
金	12	3
金井卓	1	1
金刚	5	0
金坚	3	1
金子	1	1
金対策	1	1
金山	1	0
金术师	1	1
金田明夫	2	0
金龟	2	1
鈴木	1	0
鉴定师Q	1	0
銀座	1	0
针对	1	0
钉	1	0
钟嘉欣	2	0
钟表	1	1
钟馗伏	1	0
钢	1	1
钥匙	2	0
钱	4	1
钱国伟	1	1
钻	3	0
铁杆	1	1
铁桥	1	1
铃声	1	0
铃木	5	0
铃木杏	1	0
铃木福	1	0
铃木雅	2	0
铜星章	1	1
铳男	1	0
银座	1	0
银椅	1	0
银粉	1	0
铺平道路	1	1
链火	1	0
销售	1	1
锅盖	2	0
错	1	1
错误	2	1
错过	1	1
锤子	3	1
锦织	3	0
键	2	0
镜	4	0
镜头	2	2
镜子	11	3
镜贵	1	1
镰池	1	1
長	1	0
长	10	2
长什	1	1
长介	2	0
长冢	1	0
长山洋子	1	0
长度	3	2
长期	1	1
长江	2	0
长盛	1	1
长相	1	1
长篇小说	1	0
长老	1	0
长谷川	5	0
関	1	0
関係	1	0
関山	1	0
関根勤	1	0
闇	1	0
闇帝	1	1
门	7	1
闪电	1	1
闪耀	1	1
闫岷	1	0
闭嘴	1	0
问世	1	0
问道	2	0
问题	4	0
闯	1	1
间	5	3
闷抄袭	1	1
闹	1	1
闹旧金山	1	0
闹钟	1	0
闻	5	0
阅读	10	2
阈下	1	1
队	1	1
队伍	2	1
队列	1	0
防止	1	0
阳子	4	0
阳极力	6	1
阴山	2	0
阴影	3	1
阴指	1	0
阴暗	1	1
阴极力	2	1
阴森	1	1
阴阳师	2	0
阴风	1	1
阵内孝	2	0
阵风	1	1
阶层	1	1
阶梯	3	1
阶段	1	0
阻塞	1	1
阻止	1	1
阻碍	1	1
阿	22	6
阿瓦隆	1	0
陀螺	1	1
附注	1	1
附身	1	0
陈	1	1
陈勉良	1	0
陈宇琛	1	0
陈文媛	1	0
陈美诗	1	0
陈腐	1	1
陈自瑶	1	0
陈述	2	2
陈霁平	1	0
陈骏骠	2	1
降	4	2
降临	1	0
限制	2	0
限定	1	1
除	5	4
险恶	1	1
险记	2	0
陷入	1	1
隆平	1	1
隆次	1	1
隆重	3	1
随	2	1
随之	1	1
随即	1	0
随后	4	0
随和	1	1
随时	1	1
随着	2	1
隐含	2	1
隐士	1	0
隐私	9	9
隐秘	2	1
隐藏	2	1
隐隐	1	1
隔壁	1	1
隔离	2	2
隣	1	0
隼	1	1
隼人	1	0
难	4	3
难以置信	2	1
难度	1	1
难忘	1	1
难明	1	1
难民	1	1
雄	1	0
雄基	1	0
雄性	1	0
雄霸	1	1
雅子	1	1
雅彦	6	1
雅石	1	1
集	17	2
集结	1	0
雇用	1	1
雌性	2	0
雨	4	2
雨夜	3	1
雨宫	3	0
雨果	1	0
雨果奖	1	1
雪	1	0
雪妖	1	0
雪山	5	1
雪虹	1	0
雯雯	1	1
雰差	1	0
零	2	1
雷凯欣	1	0
雷神	3	0
雷蒙	1	0
雷蒙德	1	0
雷霆	2	0
電話	1	0
需求	1	0
需要	10	7
震	1	0
霊术	1	0
霍华德	1	0
霍慧心	1	1
霍比特	1	0
霍比特人	8	0
露口	1	0
露木	1	0
霹雳	1	1
青	1	0
青山	1	0
青蛇	1	0
青蛙	1	1
青鸟	1	0
靖子	3	0
静	1	0
静止	1	0
非	2	2
非人	2	1
非凡	2	2
非出自	1	1
非常	8	4
非生物	1	0
非百分之百理性	2	1
非科幻	1	1
靠	1	1
面	4	2
面具	4	0
面前	2	2
面对	3	2
面目	1	0
面草	2	0
面试	3	1
面貌	2	0
韩剧	1	0
韩君婷	1	0
韩塞尔	1	0
音	2	1
音乐	2	2
類	1	0
页	21	9
页数	4	1
项目	2	1
顺	1	0
顺利	1	1
顺吉	1	1
顺子	1	1
顺序	1	1
须	2	2
须要	1	1
顽疾	1	1
顾客	1	0
颁发	1	0
颂歌	1	0
预	1	0
预告	1	0
预定	1	1
预期	1	1
预测	2	1
预知	2	1
预言	5	0
预订	1	1
预选赛	1	1
领	1	0
领主	1	0
领域	1	1
领悟	1	1
领结	4	1
领路人	1	0
频	9	9
频道	2	1
颗	1	1
题材	10	3
颜	4	0
颜絵	1	0
颜色	1	0
颠倒	1	0
颤抖	1	1
风	5	2
风云	2	1
风味	1	0
风土人情	1	1
风姿	1	0
风景	3	0
风暴	3	0
风暴The	1	0
风格	3	1
风格性	1	1
风见	3	0
风间	2	0
飛行	1	1
飞侠	1	0
飞天	1	0
飞天万	1	0
飞机场	1	0
飞行	2	2
飞行物	1	0
飞越	1	1
食	1	0
食卓	2	0
食指	1	1
食指点	1	0
食物	1	0
食神	1	0
餐厅	3	1
餐桌	2	0
饭岛	2	0
饭田	2	1
饮	1	0
饰	5	1
馆本	1	1
首	21	9
首先	1	1
首尾	1	1
首度	1	1
首播	5	2
香	5	1
香代子	1	1
香取	5	1
香坂	1	0
香川	3	1
香港	7	1
香港TVB电视台	2	0
香烟	3	1
香织	7	1
香诸	1	1
香里奈	1	0
馬灯	1	0
験生	1	0
马	2	1
马丁	4	0
马克	1	0
马奇奥	1	1
马术	1	0
马桶	1	0
马维恩	1	0
马赛克	1	0
马蹄露	1	0
马车	1	1
驯御	2	1
驱动	1	1
驴	1	1
驻	1	1
驾驶员	1	1
骂	1	1
骄傲	1	0
骆达华	1	0
验	1	1
验证	1	0
骑士	6	1
骑士堡	1	1
骗	1	0
骚乱	2	1
骨	1	0
骷髅	1	0
骷髅岛	1	0
高	2	2
高中生AI琳娜	1	0
高冈	1	0
高冈健	1	0
高史	1	1
高塔	2	0
高尚	1	1
高山	1	0
高山良	1	1
高岛	2	0
高岛忠夫	1	0
高嶋	2	1
高度	2	2
高木美保	2	0
高杉	1	0
高树	2	0
高校	1	1
高桥	10	1
高桥昌	1	0
高洋夫	2	1
高潮	2	0
高田	1	0
高皓	2	1
高第	1	1
髙橋	1	0
髪	1	0
鬼	4	1
鬼作秀	1	0
鬼打鬼	1	0
鬼撞鬼	1	0
鬼救	1	1
鬼玩人	1	0
鬼追人	1	0
鬼马	1	0
魂	2	1
魅力	1	0
魏丝	3	0
魔	26	3
魔人	1	1
魔仙	2	1
魔仙大	1	1
魔侠传	1	0
魔兽	1	1
魔力	1	0
魔境	1	0
魔女	1	1
魔山	1	0
魔幻	2	1
魔幻城堡	1	0
魔幻屠龙	1	0
魔怪	1	0
魔戒	3	2
魔教	1	1
魔术	1	0
魔术师	1	1
魔毯	1	0
魔法	30	5
魔法师	1	0
魔法石	1	0
魔法门	1	0
魔灵	1	0
魔煞达	1	0
魔物	2	0
魔神	1	1
魔箭	1	1
魔衣橱	1	0
魔达奥	2	1
魔鬼	2	1
魔鬼山	1	1
魔龙	1	0
鱼	2	1
鱼鬼	1	0
鲁路	1	1
鲍姆	1	0
鲍里尼	1	0
鲛人	1	0
鲜少	1	1
鲜明	3	2
鲜艳	1	1
鷲尾	3	0
鸟	2	1
鸡蛋	6	1
鸥陂	1	0
鹤	11	1
鹿岛	1	0
鹿斑比	1	1
鹿贺	1	1
麦包	1	0
麦奇莉普	1	0
麦特	2	0
麻将	1	1
麻帆	1	1
麻烦	1	0
麻美	1	0
麻衣	1	1
麻衣子	1	0
麻辣	1	1
黄	1	0
黄伊汶	1	0
黄婉伶	1	0
黄婉君	1	0
黄宗	1	0
黄宗泽	6	1
黄昏	2	0
黄易	1	1
黄智贤	1	0
黄榕	1	0
黄泆潼	1	0
黄泽锋	1	0
黄色	2	0
黄色恐惧	1	0
黄金	5	2
黄金岛	1	0
黄金时段	1	1
黄金档	2	1
黄馨	1	0
黎明	2	0
黎耀祥	2	0
黎襄勤	1	0
黎诺懿	3	0
黑	11	3
黑兔	1	0
黑夜	4	1
黑宗	2	1
黑影	1	0
黑暗	18	4
黑木华	1	0
黑木明	1	0
黑木瞳	1	0
黑猫	1	1
黑珍	1	0
黑白	1	0
黑色	9	1
黒	2	0
黒木	1	0
黒田	1	0
黒田福	1	0
默德斯特	1	0
默特尔	1	0
默示录	1	1
黛拉	2	2
黯然失色	1	0
黯者	1	0
鼠	1	0
鼠谭	1	1
鼻涕	2	0
鼻祖	1	0
齐	1	0
齐木茂	1	1
齐藤	1	0
龙	14	2
龙族	1	0
龙枪	3	1
龙牌	1	0
龙王	1	0
龙马	1	1
가	24	3
가가린	1	0
가격	1	1
가격연락하기LoginGet	1	0
가공의	1	1
가기	2	1
가까운	4	3
가까운지	2	1
가까운지라	1	0
가까이	2	2
가깝게	2	1
가깝다.	3	2
가끔	1	1
가끔씩	1	1
가나	3	0
가나다순	2	2
가나인	1	1
가난만을	1	1
가난한	2	1
가는	3	2
가능	2	1
가능성	1	1
가능성을	1	1
가능성이	5	3
가능하게	1	1
가능하기	2	2
가능하다.	13	4
가능하다는	2	1
가능하며	1	1
가능한	6	3
가능한가에	1	1
가능할지	1	1
가능합니다.	1	1
가능해진다.	1	1
가두고	1	1
가디언닷컴	1	0
가량	1	1
가령	1	1
가르는	1	1
가르슈노그라피	1	1
가르쳐서	1	1
가르쳤다.	1	0
가르치는	7	2
가르치는데	1	0
가르친	1	1
가리킨다는	1	1
가보면	1	1
가산명사와	2	1
가상의	2	1
가서	4	3
가속화되었는데	1	1
가수	1	0
가요	2	1
가운데	2	2
가이드	4	2
가입	2	1
가장	39	8
가정에서	2	2
가정에서도	1	1
가정주부가	1	1
가정하고	1	1
가정하면	1	0
가정해보자.	1	1
가져온	1	1
가져와	2	1
가져왔습니다.	2	1
가졌다.	1	1
가졌지만	1	0
가족	4	2
가족들을	1	1
가족보다는	1	1
가족에서	1	1
가족으로	1	1
가족의	1	1
가주어	1	1
가즈마노프	1	0
가지	17	5
가지고	11	4
가지고는	1	1
가지기	1	1
가지는	1	1
가지씩의	1	1
가지의	1	1
가지지	2	1
가진	7	3
가진다.	2	2
가질	1	1
가짜동족어	1	1
가짜원산지	1	1
가치가	2	1
가치를	1	1
각	17	6
각’	1	0
각각	5	3
각각은	1	1
각각의	3	1
각국의	1	1
각자	1	1
각자의	4	1
각종	5	3
각지에서	1	1
간	1	1
간간이	1	1
간결성을	1	1
간결한	1	1
간단하고	1	1
간단한	4	2
간단해	1	1
간단히	1	1
간방’	1	1
간에	2	2
간의	2	1
간접적	1	1
간주되며	1	1
간주되어	2	1
간주될	1	1
간체	2	0
간체와	1	1
간체자로	1	1
갈	2	1
갈등이	3	2
갈래.	1	1
갈리기도	1	1
갈리시아어	2	0
갈수록	1	1
갈아타는	1	1
감’이라고	1	0
감독은	1	1
감사드리며	1	0
감사편지	1	0
감사합니다.	1	1
감성과	1	1
감소로	1	1
감수해	1	1
감안하면	1	1
감염될	1	1
감정	2	0
감정과	1	1
감정을	3	2
감천문화마을이라는	1	0
갑자기	3	2
값’	1	0
갓	1	1
갔고	1	1
갔다.	1	1
갔다가	1	1
갔더라도	1	1
강경	2	1
강경파	1	1
강경파를	1	1
강경파에	1	1
강남	1	1
강남심포니	1	1
강력한	2	2
강사들이	2	1
강세	2	0
강세를	1	1
강원	8	3
강원도	2	1
강원에	2	0
강은희	1	1
강의	2	2
강점	2	2
강점으로	3	1
강제력이	1	1
강제력이라는	1	1
강제로	1	1
강제로는	1	1
강조어로	1	1
강조하거나	1	1
강조하기	2	2
강조하는	1	1
강조한	1	1
강조할	1	1
강풍예보에	1	1
강하게	2	2
강하지	1	1
강한	5	2
강해진	1	1
갖게	1	1
갖고	2	2
갖는	2	1
갖습니다.	2	2
갖추고	3	1
갖추었기	1	1
갖추지	1	1
갖춘	1	1
갖춰	1	1
같고	1	1
같다.	1	1
같습니다.	1	1
같아	1	0
같으면	1	1
같은	52	7
같이	10	3
개	30	1
개가	4	1
개강식	1	1
개괄	1	1
개국어	1	0
개국에서	1	0
개국으로	1	0
개국의	3	0
개년	1	0
개념	16	1
개념들을	1	1
개념으로	1	1
개념을	1	1
개념이	1	1
개념이며	1	0
개념인	1	1
개념인데	1	1
개다.	2	1
개로	2	1
개막식이나	1	1
개발도상국	1	1
개발비	1	1
개발을	1	1
개발자	3	2
개발자가	1	1
개발자는	1	1
개방성	1	0
개별	3	1
개별적으로	1	1
개별화된	1	1
개뿐이다.	1	0
개선	1	1
개선되고	1	1
개선에	1	1
개선을	1	1
개설	3	1
개수	1	1
개수보다	1	1
개시	1	1
개신교	2	1
개에	1	0
개에서	1	0
개와	1	1
개요	5	1
개월	1	0
개월간	1	0
개월부터	1	0
개월이	2	0
개월이면	1	0
개의	7	3
개인	1	1
개인에게서	1	1
개인의	1	1
개인이	1	1
개인적인	2	2
개인정보	4	4
개인정보가	1	1
개인정보처리방침	2	2
개인정보취급방침	1	1
개인차가	1	1
개척에	1	1
개체들은	1	1
개최	1	1
개최국	1	1
개최한다.	1	1
개최했다고	1	1
개혁신당	1	0
객가어	3	0
갤럭시S	1	0
거	2	1
거기도	1	1
거기에다	2	1
거꾸로는	1	0
거냐	2	0
거대양당	1	0
거래	1	1
거래일	1	0
거부감을	1	1
거부감이	1	1
거세진다.	1	1
거시적으로	1	1
거의	14	3
거주했는데	1	0
거쳐	2	2
거취	1	1
거치게	1	1
거치면	2	1
거치지	1	1
걱정까지	2	1
건	5	2
건강	3	0
건강한	2	1
건너뛰기	1	1
건설	1	0
건씩	1	0
건전한	1	1
건축	2	1
걸그룹	1	1
걸그룹’	1	1
걸리는	1	1
걸린	1	1
걸림돌이	1	1
걸음	1	1
걸자	1	1
검붉다	1	0
검사	2	0
검색	5	2
검색리스트	1	1
검색어	2	1
검색창	1	1
검색하기	3	1
검색한	2	1
검시관	2	1
검정	1	0
검증되지	2	2
검지	1	0
검지를	1	1
검토	4	1
검토하고	1	1
검토하여	3	1
것	11	3
것.	9	2
것과	3	2
것과도	1	1
것도	5	3
것들을	2	1
것들이다.	1	1
것만	2	1
것보다	1	1
것보다는	1	0
것부터가	1	1
것뿐	1	1
것에	1	1
것으로	16	6
것은	21	6
것을	26	7
것이	34	6
것이고	1	1
것이기	2	1
것이다	1	0
것이다.	38	4
것이라	1	1
것이라는	1	1
것이며	3	2
것이므로	1	1
것이에요	1	0
것이지	2	1
것일	1	1
것일지라도	1	1
것입니다.	3	1
것처럼	5	3
겉으로	1	1
게	12	3
게다가	3	2
게르만어	2	1
게시	1	0
게시글에	1	1
게시글입니다.	1	1
게시물	3	2
게시물로	1	1
